type,stem,answer,explanation,difficulty,option_A,option_B,option_C,option_D,option_E
multiple,"阿里云弹性伸缩(Auto Scaling),是根据用户的业务需求和策略，自动调整其弹性计算资 源的管 理服务。它主要可以提供 功能。","A,B,C",云弹性伸缩(Auto Scaling)是不支持单个云服务器 ECS 实例的配置的弹性伸缩的。,1,"根据客户业务需求横向扩展云服务器 ECS 实例的数量,即自动增加或减少云服务器 ECS 实例",支持负载均衡 SLB 配置:在增加或减少云服务器 ECS 实例时，自动向负载均衡 SLB 实 例中添加 或移除相应的云服务器 ECS 实例,支持云数据库 RDS 访问白名单:在增加或减少云服务器 ECS 实例时，自动向云数据库 RDS 访问 白名单中添加或移出该云服务器 ECS 实例的 IP,根据客户业务需求提升或者缩减单个云服务器 ECS 实例的配置(包括内存大小、CPU 个数等),
multiple,您可以通过 方式进行您的阿里云的云服务器 ECS 实例的运行数据的监控， 从而进行 监控信息的分析来判断业务的运行状态。,"A,B",目前只支持在云监控的管理控制台来进行监控告警的设置。,1,通过阿里云的 ECS 管理控制台的实例详情页面进行 CPU 利用率和网络的出网和入网 情况的监控,通过云监控服务的管理控制台进行实例运行情况的监控，并设置报警规则进行定制化的 监控,通过云服务器 ECS 的管理控制台可以进行监控告警的设置,通过云盾进行 ECS 实例 CPU 利用率情况的监控,
single,阿里云的负载均衡 SLB 提供对多台云服务器 ECS 实例进行流量分发的服务。负载 均衡 SLB 实 例和后端提供服务的云服务器 ECS 实例必须具有相同的 。,A,"负载均衡 SLB 实例和云服务器 ECS 搭配使用的时候,两者必须是在同一个地域。",1,地域(Region),规格配置(CPU、内存等),可用区(Zone),带宽设置,
single,釆用云计算服务与传统自建 IT 系统不同，相比传统自建方式，云计算带来了巨大的便 利性。 以阿里云服务器 ECS 为例，这些便利性中不包括？,C,用户虽然不用管理维护硬件，但是仍然需要参加云计算的安全管理工作。,1,用户无需再去维护和管理硬件,获得服务器实例在几分钟内而不是数天数周,用户无需参与任何安全管理工作,用户按照需要获得计算量而不是按照峰值设计,
multiple,"阿里云的负载均衡 SLB 是对多台云服务器 ECS 实例进行流量分发的负载均衡服务, 支持多种负 载均衡的策略，包括 。","A,B,C",负载均衡支持轮询、加权轮询(WRR)、加权最小连接数(WLC)三种调度算法。,1,轮询(RR),加权轮询(WRR),加权最小连接数(WLC),"最近最少使用算法(Least Recently Used,简称 LRU)",先进先出(FIFO)
single,"某在线教育网站是基于云服务器 ECS+负载均衡 SLB+弹性伸缩（Auto Scaling）的方案 实现的， 在保证系统稳定、客户体验良好的前提下,大大节省了资源成本和运维成本。现在 他们想把用户的访 问信息（如来源 IP、访问页面 URL、停留时长等）保存下来进行分析， 支持一些市场活动。以下说 法中错误的是？",A,"因为涉及到多台 ECS 且将 ECS 挂载到到了负载均衡的后端，上云最佳实践中，不 能在每台 ECS 中各自保存用户的访问信息，这样会导致之后的请求的数据不同步,最佳的 解决方案是将用户的信息 保存到统一的云产品（比如云数据库 RDS）中,所有的 ECS 都通 过该云产品来调用访问用户信息。",1,"伸缩组中的每台 ECS 实例，均保存各自处理的用户访问信息，这些 ECS 实例上的数据随 时可以 访问、分析,这种方案简单高效、稳定可靠,同时节省成本",将用户相关的访问信息实时或者准实时的保存到云数据库 RDS MySQL 版中去，后续的 査询、分 析均通过 RDS 实现,"将用户相关的访问信息实时或者准实时的同步到云数据库 Memcache 版（原 OCS）中去, 后续通 过应用访问 OCS,或者按照一定规则将 OCS 中的数据持久化,然后使用持久化后的 数据",将用户相关的访问信息实时或者准实时的同步到对象存储 OSS 中，供后续使用,
single,在您进行负载均衡服务监听配置时就可以选择是否开启会话保持。您可以针对不同 的监听配置 不同的会话保持策略。下列关于 SLB 的会话保持说法正确的是？,C,SLB 支持 4 层和 7 层会话保持,1,仅支持基于源 IP 的 TCP 层的会话保持,仅支持基于 cookie 的 HTTP 层会话保持，,同时支持 TCP 层和 HTTP 层的会话保持,会话保持针对 TCP 层和 HTTP 层都是基于源 IP 的,
single,"阿里云的云服务器 ECS 产品的应用非常广泛，既可以单独的作为 Web 服务器，也可 以与其他 阿里云产品配合提供多媒体解决方案。在多媒体、大流量的 APP 或网站应用 场景下，云服务器 ECS 实例与阿里云的 品,可以实现在业务量增长时自动增加 ECS 实 例,并在业务量下降时自动减少 ECS 实例，保证满足访问量达到峰值时对资源的 要求,同时降低了系 统资源的拥有成本。",C,"题目中说:""业务量增长时自动增加 ECS 实例,并在业务量下降时自动减少 ECS 实 例”，顾名 思义是弹性伸缩 Auto Scalingo",1,对象存储 OSS,内容分发网络 CDN,弹性伸缩 Auto Scaling,云监控,
multiple,云盾安骑士是阿里云推出的一款服务器安全管理产品，安骑士的主要功能包括_。,"A,B,C",安骑士的基本功能,1,木马文件的査杀,密码破解的发现与处理,异地登陆提醒,网站内容合规检查,
single,云计算领域的三篇分别关于 MapReduce/GFS/BigTable 三大技术的经典论文是由哪 家公司发表 的？,B,云计算领域的三篇分别关于 MapReduce/GFS/BigTable 三大技术的经典论文是由 Google 发表的。,1,Amazon（亚 马逊）,Google 俗歌）,Microsoft（微软）,Facebook（脸书）,
single,"阿里云的云盾具备不同级别的防 DDoS 攻击产品，当有 DDoS 攻击的情况下,业务可 用性需要 保持在 99.9%以上时，最适合使用的产品是 -",D,"DDoS 基础防护的防护阈值只有 5GB,无法保证业务需要保持在 99.9 以上,所以是 DDoS 高防 IP",1,DDoS 基础防护,安全管家,态势感知,DDoS 高防 IP,
multiple,使用阿里云的高速通道可以实现专有网络 VPC 之间的互联和私网通信。以下 场景可以通 过高速通道实现。,"A,B,C","高速 ffiit（Express Connect）是一款基于 IPVPN 的便捷高效的网络服务，用于在云上 的不同网 络环境间实现高速、稳定、安全的私网通信，包括跨地域.专线接入等场景,有效的 帮助您提高网络 拓扑的灵活性和跨网络通信的质量和安全性。VPC 中的 ECS 不可以和 经典网络的 ECS 实现高速通道 的通信。",1,同一个帐号下在同一地域内的两个 VPC 之间的私网通信,不同账号下的两个网段不同的 VPC 之间可以通过高速通道进行私网通信,同一个帐号处于两个不同地域的 VPC 之间进行私网通信,同一个账号下的 VPC 与经典网络的云服务器 ECS 实例的私网通信,
single,阿里云的云盾数据风控是通过领先的行为收集技术和机器学习模型，解决账号、活动、 支付等 关键业务环节存在的欺诈威胁，最终实验降低企业损失。该项服务是基于阿里巴巴 的 能力开发的。,C,"云盾数据风控是基于阿里大数据风控服务能力,通过领先的行为收集技术和机器学 习模型，解 决账号、活动、支付等关键业务环节存在的欺诈威胁,降低企业经济损失。",1,BGP 网络,弹性计算,大数据风控,DDoS 攻防经验,
single,通过^操作，可以实现在阿里云的同一个专有网络 VPC 下的三个交换机下的 云服务器 ECS 实例 之间内网互相不能访问，但并不影响该专有网络 VPC 的内网其他流 量？,A,划重点:三个交换机下的云服务器 ECS 实例之间内网互相不能访问，所以需要三个 安全组，安 全组中禁止访问的规则需要高于允许访问的规则。,1,创建三个安全组，分别包含三个交换机下的所有云服务器 ECS 实例，先为每个安全组设 置允许 所有网段访问的规则，再设置禁止另外两个交换机所在网段访问的规则（优先级要高 于前者）,创建三个安全组，分别包含三个交换机下的所有云服务器 ECS 实例，先为每个安全组设 置允许 所有网段访问的规则，再设置禁止另外两个交换机所在网段访问的规则（优先级要低 于前者）,创建一个安全组包含三个交换机下的所有云服务器 ECS 实例，先为该安全组设置允许 所有网段 访问的规则，再设置禁止另外两个交换机所在网段访问的规则（优先级要高于前者）,其他答案都不对,
multiple,"阿里云对象存储 OSS 是阿里云对外提供的海量、安全、低成本，高可靠的云存储服 务。与自 建存储对比,OSS 在可靠性、安全、成本和数据处理能力方面具备明显的优势。 属于 OSS 安全方面 的优势。","A,C,D","题目中问的是 OSS 安全方面的优势,oss 提供企业级多层次安全防护，无需另外购 买清洗和黑 洞设备。",1,免费支持防 DDoS 攻击、自动流量清洗及黑洞功能,"流量清洗和黑洞设备需要另外购买,OSS 提供强大的 API 支持",多用户资源隔离机制,提供多种鉴权和授权机制及白名单、防盗链、主子账号功能,
single,"某企业使用公共云的云服务器进行文件处理，出于改善性能的考虑,将正在使用的 1 核 2G 云服 务器的配置提升至 2 核 8G,这种操作在云计算中被称为 -",A,"题目中说的是升级 ECS 的配置，所以称之为垂直扩展,假如是通过弹性伸缩来完成 的拓展，称 之为水平扩展。",1,垂直扩展,自动扩展,水平扩展,资源编排,
single,当阿里云用户想要通过 API 进行 ECS 实例删除的操作的时候，必须保证 ECS 实例 状态为—， 才可以进行删除操作，删除后实例的状态变为—?,B,"删除云服务器 ECS 必须保证 ECS 实例状态为已停止 Stopped,删除了以后状态为 已删除:Deleted。",1,Stopping;Deleted,Stopped;Deleted,Stopped;Starting,Stopping; Starting,
single,当 ECS 处于以下 状态时可以挂载磁盘？,D,"挂载云盘(磁盘)需要实例状态必须为运行中(Running)或者已停止(Stopped),不能为 已锁定 (Locked)。",1,更换系统中,启动中,重置中,已停止,
multiple,您创建阿里云的云服务器 ECS 实例的同时可以创建多块数据 盘，用于存储应用的数据。如果是 Linux ECS 实例的数据盘创建成功之后， 数据盘的设备名可以是 o,"B,C,D","正常情况下用 fdisk-1 命令，可以查看到新增的硬盘。/dev/xvda 为系统 盘,/dev/xvdb,/dev/xvdc.../dev/xvdz 都是数据盘。",1,/dev/xvda,/dev/xvdb,/dev/xvdd,/dev/xvdz,
